bookkeeping,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,markup_description,name,newick,pk,status
False,0,0,0,,66,5828,ayd,ayab1239,{},-14.6652,language,142.893,,Yintyinka-Ayabadhu,'Yintyinka-Ayabadhu [ayab1239][ayd]-l-':1,8299,extinct
False,2,0,0,,214,4444,quy,ayac1239,{},-13.84714,language,-74.32246,,Ayacucho Quechua,"('Andahuaylas [anda1285]':1,'Huancavelica [huan1249]':1)'Ayacucho Quechua [ayac1239][quy]-l-':1",6622,definitely endangered
False,0,0,0,,383,12460,vmy,ayau1235,{},18.0993,language,-96.5952,,Ayautla Mazatec,'Ayautla Mazatec [ayau1235][vmy]-l-':1,15045,vulnerable
False,0,0,0,,10,5188,aye,ayer1245,{},7.52206,language,6.01979,,Ayere,'Ayere [ayer1245][aye]-l-':1,7562,safe
True,0,0,0,,120,120,ayx,ayic1234,{},27.1213,language,98.8684,,Ayi (China),'Ayi {China} [ayic1234][ayx]-l-':1,821,safe
False,0,0,0,,142,4105,ayq,ayip1235,{},-3.95946,language,142.407,,Ayi (Papua New Guinea),'Ayi {Papua New Guinea} [ayip1235][ayq]-l-':1,6137,safe
False,0,0,0,,21,13122,nfl,ayiw1239,{},-10.282595,language,166.328715,,Ayiwo,'Ayiwo [ayiw1239][nfl]-l-':1,15702,safe
False,0,0,0,,151,21118,yyz,ayiz1244,{},25.0,language,103.7,,Ayizi,'Ayizi [ayiz1244][yyz]-l-':1,22029,critically endangered
False,4,0,0,,10,5214,ayb,ayiz1245,{},6.62654,language,2.20552,,Ayizo Gbe,"('Ayizo-Kobe [ayiz1248]':1,'Ayizo-Seto [ayiz1246]':1,'Ayizo-Tori [ayiz1247]':1,'Kadagbe [kada1283]':1)'Ayizo Gbe [ayiz1245][ayb]-l-':1",7656,safe
False,0,0,0,,383,15017,zaf,ayoq1235,{},16.6633,language,-96.8575,,Ayoquesco Zapotec,'Ayoquesco Zapotec [ayoq1235][zaf]-l-':1,16942,safe
False,1,0,0,,129,1193,ayo,ayor1240,{},-19.220055,language,-60.217495,,Ayoreo,('Tsiracua [tsir1238]':1)'Ayoreo [ayor1240][ayo]-l-':1,2351,definitely endangered
False,0,0,0,,383,12464,miy,ayut1236,{},16.8833,language,-98.9916,,Ayutla Mixtec,'Ayutla Mixtec [ayut1236][miy]-l-':1,15055,safe
False,0,0,0,,10,7507,ayu,ayuu1242,{},9.2634,language,8.60225,,Ayu,'Ayu [ayuu1242][ayu]-l-':1,10030,safe
False,0,0,0,,151,11618,aza,azha1235,{},23.9,language,104.15,,Azha,'Azha [azha1235][aza]-l-':1,14426,safe
False,0,0,0,,151,16473,yiz,azhe1235,{},24.405,language,103.441,,Azhe,'Azhe [azhe1235][yiz]-l-':1,18469,safe
False,0,0,0,,383,7228,tpc,azoy1236,{},16.7584,language,-98.5241,,Azoyú Me'phaa,'Azoyú Me'phaa [azoy1236][tpc]-l-':1,9678,safe
False,2,0,0,,10,7523,bvj,baan1241,{},4.66709,language,7.30065,,Baan,"('Ka-Ban [kaba1279]':1,'Kesari [kesa1243]':1)'Baan [baan1241][bvj]-l-':1",10055,safe
False,0,0,0,,10,12954,bqx,baan1242,{},10.8083,language,5.7261,,Baangi,'Baangi [baan1242][bqx]-l-':1,15569,safe
False,0,0,0,,10,7439,bba,baat1238,{},9.63186,language,2.99607,,Baatonum,'Baatonum [baat1238][bba]-l-':1,9879,safe
False,0,0,0,,10,10016,NOCODE_Baazem,baaz1234,{},6.80235,language,9.97124,,Baazem,'Baazem [baaz1234]-l-':1,12677,safe
False,0,0,0,,10,19126,bbm,baba1263,{},1.79475,language,23.5851,,Babango,'Babango [baba1263][bbm]-l-':1,20455,safe
False,0,0,0,,10,19169,bbw,baba1264,{},6.11222,language,10.5216,,Baba,'Baba [baba1264][bbw]-l-':1,20504,safe
False,0,0,0,,10,15535,bbk,baba1266,{},5.97863,language,10.2869,,Babanki,'Babanki [baba1266][bbk]-l-':1,17531,safe
False,0,0,0,,21,10620,mbf,baba1267,{},1.75414,language,103.076,,Baba Malay,'Baba Malay [baba1267][mbf]-l-':1,13439,safe
False,6,0,0,,21,22486,baa,baba1268,{},-7.22281,language,157.149,,Babatana,"('Avasö [avas1237]':1,'Katazi [kata1267]':1,'Kuboro [kubo1243]':1,'Lömaumbi [loma1262]':1,'Nuclear Babatana [nucl1494]':1,'Sengan [seng1280]':1)'Babatana [baba1268][baa]-l-':1",22817,safe
False,0,0,0,,376,16658,bbz,baba1273,{},12.7617,language,16.6925,,Babalia Creole Arabic,'Babalia Creole Arabic [baba1273][bbz]-l-':1,18569,safe
False,0,0,0,,196,4403,bcr,babi1235,{},55.0997,language,-126.41,,Babine,'Babine [babi1235][bcr]-l-':1,6565,severely endangered
False,2,0,0,,21,3554,bzg,babu1240,{},24.0017,language,120.585,,Babuza,"('Poavosa [poav1237]':1,'Taokas [taok1237]':1)'Babuza [babu1240][bzg]-l-':1",5398,extinct
False,0,0,0,,21,15990,btj,baca1243,{},-0.62275,language,127.49,,Bacanese Malay,'Bacanese Malay [baca1243][btj]-l-':1,18104,safe
False,0,0,0,,376,9572,NOCODE_Bacama-Yimburu,baca1245,{},,language,,,Bacama-Yimburu,'Bacama-Yimburu [baca1245]-l-':1,12321,safe
False,3,0,0,,376,9572,bcy,baca1246,{},9.53072,language,12.0416,,Bacama,"('Mulyen [muly1238]':1,'Opalo [opal1238]':1,'Wa-Duku [wadu1238]':1)'Bacama [baca1246][bcy]-l-':1",12327,safe
False,0,0,0,,89,6027,xbc,bact1239,{},,language,,,Bactrian,'Bactrian [bact1239][xbc]-l-':1,8512,extinct
False,0,0,0,,355,6950,bfq,bada1257,{},11.3094,language,76.5974,,Badaga,'Badaga [bada1257][bfq]-l-':1,9374,definitely endangered
False,2,0,0,,10,12880,bau,bada1258,{},9.62456,language,9.95,,Bada (Nigeria),"('Galamkya [gala1266]':1,'Mbat {Nigeria} [mbat1251]':1)'Bada {Nigeria} [bada1258][bau]-l-':1",15407,safe
False,2,0,0,,21,13518,bhz,bada1261,{},-1.80249,language,120.319,,Bada (Indonesia),"('Ako {Indonesia} [akoo1250]':1,'Bada [bada1262]':1)'Bada {Indonesia} [bada1261][bhz]-l-':1",16059,safe
False,0,0,0,,395,1776,bdz,bade1240,{},35.2655,language,72.6823,,Badeshi,'Badeshi [bade1240][bdz]-l-':1,3314,extinct
False,4,0,0,,376,12385,bde,bade1248,{},12.789,language,10.6557,,Bade,"('Gashua Bade [gash1250]':1,'Shirawa [shir1268]':1,'Southern Bade [sout3053]':1,'Western Bade [west2711]':1)'Bade [bade1248][bde]-l-':1",14971,vulnerable
False,0,0,0,,66,3831,bia,badi1246,{},-29.0647,language,117.246,,Badimaya,'Badimaya [badi1246][bia]-l-':1,5801,safe
False,0,0,0,,219,4470,khd,badi1247,{},-8.85301,language,140.753,,Bädi Kanum,'Bädi Kanum [badi1247][khd]-l-':1,6681,safe
False,0,0,0,,21,5373,bac,badu1237,{},-6.35359,language,106.177,,Badui,'Badui [badu1237][bac]-l-':1,7884,safe
False,0,0,0,,10,5234,pbp,bady1239,{},12.6425,language,-13.4759,,Jaad-Badyara,'Jaad-Badyara [bady1239][pbp]-l-':1,7706,severely endangered
False,0,0,0,,21,19308,bvd,baeg1237,{},-8.49014,language,160.771,,Baeggu,'Baeggu [baeg1237][bvd]-l-':1,20639,safe
False,0,0,0,,21,19308,bvc,bael1237,{},-8.41627,language,160.721,,Baelelea,'Baelelea [bael1237][bvc]-l-':1,20645,safe
False,0,0,0,,37,37,NOCODE_Baenan,baen1237,{},,language,,,Baenan,'Baenan [baen1237]-l-':1,577,extinct
False,3,0,0,,21,15715,btr,baet1237,{},-15.2574,language,168.159,,Baetora,"('Narovorovo [naro1250]':1,'Nasawa [nasa1241]':1,'Talise {Vanuatu} [tali1260]':1)'Baetora [baet1237][btr]-l-':1",17752,safe
False,2,0,0,,10,17390,bwt,bafa1247,{},4.53307,language,9.522,,Bafaw-Balong,"('Bafaw [bafa1248]':1,'Balong [balo1263]':1)'Bafaw-Balong [bafa1247][bwt]-l-':1",19002,safe
False,0,0,0,,10,19170,bfj,bafa1249,{},5.84612,language,10.4518,,Bafanji,'Bafanji [bafa1249][bfj]-l-':1,20508,safe
False,2,0,0,,10,17392,ksf,bafi1243,{},4.72603,language,11.0982,,Bafia,"('Bape [bape1238]':1,'Kpa [kpaa1242]':1)'Bafia [bafi1243][ksf]-l-':1",19005,safe
False,0,0,0,,10,15504,NOCODE_Bafoto,bafo1235,{},1.19,language,19.76,,Bafoto,'Bafoto [bafo1235]-l-':1,17467,safe
False,2,0,0,,10,19175,bfd,bafu1246,{},6.14153,language,10.1194,,Bafut,"('Bufe [bufe1238]':1,'Nuclear Bafut [nucl1413]':1)'Bafut [bafu1246][bfd]-l-':1",20525,safe
False,0,0,0,,10,1900,bmd,baga1270,{},10.76747,language,-14.60521,,Baga Manduri,'Baga Manduri [baga1270][bmd]-l-':1,3480,safe
True,0,0,0,,120,120,bqf,baga1271,{},9.951,language,-12.887,,Baga Kaloum,'Baga Kaloum [baga1271][bqf]-l-':1,1014,extinct
False,1,0,0,,10,1900,bsp,baga1272,{},10.4793,language,-14.4756,,Baga Sitemu,('Marara [mara1388]':1)'Baga Sitemu [baga1272][bsp]-l-':1,3482,severely endangered
False,0,0,0,,10,1900,bgo,baga1273,{},10.1286,language,-13.947,,Baga Koga,'Baga Koga [baga1273][bgo]-l-':1,3479,safe
True,0,0,0,,120,120,bsv,baga1274,{},9.98865,language,-13.9054,,Baga Sobané,'Baga Sobané [baga1274][bsv]-l-':1,899,extinct
False,0,0,0,,10,3474,bcg,baga1275,{},10.5271,language,-14.6111,,Baga Mboteni-Binari,'Baga Mboteni-Binari [baga1275][bcg]-l-':1,5239,definitely endangered
True,0,0,0,,120,120,bgm,baga1276,{},12.27246,language,-12.07358,,Baga Mboteni,'Baga Mboteni [baga1276][bgm]-l-':1,972,critically endangered
False,6,0,0,,89,8459,bfy,bagh1251,{},24.6837,language,87.4994,,Bagheli,"('Banapari [bana1282]':1,'Gahore [gaho1238]':1,'Godwani [godw1242]':1,'Ojhi [ojhi1238]':1,'Sonpari [sonp1238]':1,'Tirhari [tirh1246]':1)'Bagheli [bagh1251][bfy]-l-':1",11177,safe
False,0,0,0,,10,7695,fui,bagi1244,{},8.81656,language,18.3467,,Bagirmi Fulfulde,'Bagirmi Fulfulde [bagi1244][fui]-l-':1,10332,safe
False,4,0,0,,362,9427,bmi,bagi1246,{},11.52392,language,14.769495,,Bagirmi,"('Bangri [bang1360]':1,'Dam [damm1238]':1,'Gol [goll1238]':1,'Kibar [kiba1246]':1)'Bagirmi [bagi1246][bmi]-l-':1",12140,safe
False,2,0,0,,10,18686,bqg,bago1245,{},8.52697,language,1.41214,,Bago-Kusuntu,"('Bago [bago1246]':1,'Kusuntu [kusu1251]':1)'Bago-Kusuntu [bago1245][bqg]-l-':1",20100,safe
False,0,0,0,,89,14023,bgq,bagr1243,{},28.6036,language,71.453,,Bagri,'Bagri [bagr1243][bgq]-l-':1,16254,safe
False,0,0,0,,37,37,NOCODE_Bagua,bagu1249,{},,language,,,Bagua,'Bagua [bagu1249]-l-':1,565,safe
False,0,0,0,,159,2494,bqb,bagu1251,{},-1.98844,language,137.914,,Bagusa,'Bagusa [bagu1251][bqb]-l-':1,4288,safe
False,0,0,0,,50,5565,bpi,bagu1252,{},-5.07778,language,145.632,,Bagupi,'Bagupi [bagu1252][bpi]-l-':1,8122,definitely endangered
False,1,0,0,,371,7069,kva,bagv1239,{},42.3966,language,46.1041,,Bagvalal,('Tlisi [tlis1238]':1)'Bagvalal [bagv1239][kva]-l-':1,9468,definitely endangered
False,0,0,0,,23,3563,yha,baha1256,{},23.0105,language,104.449,,Baha Buyang,'Baha Buyang [baha1256][yha]-l-':1,5417,severely endangered
False,0,0,0,,21,10579,bhv,baha1257,{},0.30801,language,115.332,,Bahau,'Bahau [baha1257][bhv]-l-':1,13374,safe
False,0,0,0,,137,1209,bdw,baha1258,{},-3.10628,language,132.637,,Baham,'Baham [baha1258][bdw]-l-':1,2363,safe
False,0,0,0,,376,12218,abv,baha1259,{},26.223615,language,50.580811,,Baharna Arabic,'Baharna Arabic [baha1259][abv]-l-':1,14783,safe
False,0,0,0,,89,22852,bah,baha1260,{},25.032149,language,-77.390587,,Bahamas Creole English,'Bahamas Creole English [baha1260][bah]-l-':1,23047,safe
True,0,0,0,,120,120,,baha1262,{},,language,,,Bahau River Kenyah,'Bahau River Kenyah [baha1262][bwv]-l-':1,1076,safe
False,5,0,0,,151,8952,bhj,bahi1252,{},27.3323,language,86.3949,,Bahing,"('Banenge [bane1244]':1,'Dobo Lo [dobo1243]':1,'Namber Sacha [namb1290]':1,'Proca Lo [proc1238]':1,'Rokhung [rokh1238]':1)'Bahing [bahi1252][bhj]-l-':1",11697,definitely endangered
False,0,0,0,,142,4110,bjh,bahi1254,{},-4.55527,language,142.832,,Bahinemo,'Bahinemo [bahi1254][bjh]-l-':1,6145,safe
False,7,0,0,,143,6227,bdq,bahn1262,{},14.0476,language,108.471,,Bahnar,"('Alakong [alak1252]':1,'Bahnar Bonom [bahn1263]':1,'Golar {Austroasiatic} [gola1254]':1,'Jolong [jolo1240]':1,'Kontum [kont1244]':1,'Krem [krem1240]':1,'Tolo [tolo1253]':1)'Bahnar [bahn1262][bdq]-l-':1",8730,safe
False,0,0,0,,21,16036,bsu,baho1237,{},-2.22572,language,121.707,,Bahonsuai,'Bahonsuai [baho1237][bsu]-l-':1,18143,definitely endangered
False,0,0,0,,162,162,bbf,baib1251,{},-3.42672,language,141.345,,Baibai,'Baibai [baib1251][bbf]-l-':1,1281,safe
False,0,0,0,,10,17129,bdj,baii1251,{},7.57221,language,26.48246,,Bai,'Bai [baii1251][bdj]-l-':1,18735,definitely endangered
False,3,0,0,,21,13142,bkx,baik1238,{},-9.32991,language,124.256,,Baikeno,"('Kais Metan [kais1241]':1,'Tai Boko [taib1241]':1,'Uis Tasae [uist1237]':1)'Baikeno [baik1238][bkx]-l-':1",15748,safe
False,3,0,0,,151,9059,bqh,baim1244,{},33.1001,language,103.952,,Baima,"('Northern Baima [nort2706]':1,'Southern Baima [sout2713]':1,'Western Baima [west2412]':1)'Baima [baim1244][bqh]-l-':1",11893,vulnerable
False,0,0,0,,50,5565,bmx,baim1245,{},-5.18943,language,145.606,,Baimak,'Baimak [baim1245][bmx]-l-':1,8120,safe
False,0,0,0,,50,3692,NOCODE_Bai-Maclay,baim1246,{},,language,,,Bai-Maclay,'Bai-Maclay [baim1246]-l-':1,5607,extinct
False,0,0,0,,10,5236,bab,bain1259,{},12.3128,language,-16.0586,,Bainounk-Gujaher,'Bainounk-Gujaher [bain1259][bab]-l-':1,7711,safe
True,0,0,0,,120,120,bcb,bain1260,{},12.5053,language,-15.9969,,Bainouk-Samik,'Bainouk-Samik [bain1260][bcb]-l-':1,824,severely endangered
False,2,0,0,,10,5236,bcz,bain1261,{},12.8672,language,-16.229,,Bainouk-Gunyaamolo-Gutobor,"('Gujaaxet [guja1254]':1,'Gunyamoolo [guny1242]':1)'Bainouk-Gunyaamolo-Gutobor [bain1261][bcz]-l-':1",7712,vulnerable
False,0,0,0,,10,3446,fah,bais1242,{},7.38023,language,10.7684,,Baissa Fali,'Baissa Fali [bais1242][fah]-l-':1,5181,safe
False,0,0,0,,376,16755,bsw,bais1246,{},6.44892,language,37.7681,,Baiso,'Baiso [bais1246][bsw]-l-':1,18608,definitely endangered
False,0,0,0,,89,22584,bjs,baja1265,{},13.1365,language,-59.5346,,Bajan,'Bajan [baja1265][bjs]-l-':1,22845,safe
False,0,0,0,,89,16358,bjm,baje1238,{},33.9498,language,42.9867,,Bajelani,'Bajelani [baje1238][bjm]-l-':1,18358,definitely endangered
False,0,0,0,,10,18733,bkc,baka1272,{},2.16013,language,13.7804,,Baka (Cameroon),'Baka {Cameroon} [baka1272][bkc]-l-':1,20127,safe
False,6,0,0,,10,20350,bqz,baka1273,{},4.79991,language,9.80402,,Bakaka,"('Babong [babo1241]':1,'Bafun [bafu1245]':1,'Balondo [balo1262]':1,'Baneka [bane1245]':1,'Manehas [mane1262]':1,'Nuclear Bakaka [nucl1402]':1)'Bakaka [baka1273][bqz]-l-':1",21501,safe
False,0,0,0,,362,3061,bdh,baka1274,{},4.65943,language,29.59,,Baka (Sudan),'Baka {Sudan} [baka1274][bdh]-l-':1,4813,safe
False,0,0,0,,374,1703,bkq,baka1277,{},-14.2628,language,-54.7034,,Bakairí,'Bakairí [baka1277][bkq]-l-':1,3174,vulnerable
False,4,0,0,,89,14122,bqi,bakh1245,{},32.0163,language,49.7713,,Bakhtiari,"('Charlang [char1266]':1,'Chelgerd [chel1241]':1,'Haft-Lang [haft1238]':1,'Kuhrang [kuhr1238]':1)'Bakhtiari [bakh1245][bqi]-l-':1",16342,safe
False,0,0,0,,21,19501,bki,baki1244,{},-16.7096,language,168.165,,Baki,'Baki [baki1244][bki]-l-':1,20872,vulnerable
False,7,0,0,,10,15473,bkh,bako1249,{},3.56518,language,9.99905,,Bakoko,"('Adie [adie1238]':1,'Bisoo [biso1242]':1,'Mbang [mban1266]':1,'Yabyang [yaby1238]':1,'Yakalak [yaka1273]':1,'Yapoma [yapo1244]':1,'Yassuku [yass1240]':1)'Bakoko [bako1249][bkh]-l-':1",17395,safe
False,0,0,0,,10,17401,kme,bako1250,{},4.43654,language,8.97387,,Bakole,'Bakole [bako1250][kme]-l-':1,19024,critically endangered
False,0,0,0,,10,7537,bbs,bakp1238,{},5.26756,language,8.26321,,Bakpinka,'Bakpinka [bakp1238][bbs]-l-':1,10073,critically endangered
False,2,0,0,,21,7853,bkr,baku1263,{},-1.98842,language,114.77,,Bakumpai,"('Mengkatip [meng1268]':1,'Nuclear Bakumpai [nucl1555]':1)'Bakumpai [baku1263][bkr]-l-':1",10564,safe
True,0,0,0,,120,120,,baku1265,{},,language,,,Bakung Kenyah,'Bakung Kenyah [baku1265][boc]-l-':1,1041,safe
False,5,0,0,,10,5217,bjw,bakw1243,{},5.23123,language,-6.51077,,Bakwé,"('Dafa [dafa1242]':1,'Defa [defa1250]':1,'Deple [depl1238]':1,'Nigagba [niga1242]':1,'Nyinagbi [nyin1249]':1)'Bakwé [bakw1243][bjw]-l-':1",7668,safe
False,4,0,0,,10,5243,ble,bala1301,{},11.8203,language,-15.3221,,Balanta-Kentohe,"('Fora [fora1244]':1,'Kantohe [kant1248]':1,'Mane [mane1239]':1,'Naga {Balanta} [naga1400]':1)'Balanta-Kentohe [bala1301][ble]-l-':1",7720,safe
False,2,0,0,,10,5243,bjt,bala1302,{},12.5382,language,-15.6658,,Balanta-Ganja,"('Fganja [fgan1238]':1,'Fjaalib [fjaa1238]':1)'Balanta-Ganja [bala1302][bjt]-l-':1",7719,safe
True,0,0,0,,120,120,blg,bala1306,{},1.33476,language,110.913,,Balau,'Balau [bala1306][blg]-l-':1,811,safe
False,0,0,0,,21,15818,blw,bala1310,{},17.0994,language,121.272,,Balangao,'Balangao [bala1310][blw]-l-':1,17882,safe
False,6,0,0,,21,13313,sse,bala1311,{},6.011614,language,121.686646,,Balangingi,"('Daongdung [daon1242]':1,'Kabinga'an [kabi1262]':1,'Lutangan [luta1238]':1,'Nuclear Balangingi [nucl1552]':1,'Sibuco-Vitali [sibu1254]':1,'Sibuguey [sibu1253]':1)'Balangingi [bala1311][sse]-l-':1",15875,safe
False,0,0,0,,21,10663,bls,bala1314,{},-0.05644,language,119.689,,Balaesang,'Balaesang [bala1314][bls]-l-':1,13510,definitely endangered
False,0,0,0,,21,10661,blz,bala1315,{},-0.86809,language,123.289,,Balantak,'Balantak [bala1315][blz]-l-':1,13506,safe
False,0,0,0,,21,17716,NOCODE_Balade,bala1316,{},-20.25,language,164.2,,Balade,'Balade [bala1316]-l-':1,19450,safe
False,0,0,0,,376,7156,bdn,bald1241,{},10.9078,language,14.4674,,Baldemu,'Baldemu [bald1241][bdn]-l-':1,9543,critically endangered
False,0,0,0,,10,12617,bcn,bali1245,{},8.81345,language,11.2952,,Bali (Nigeria),'Bali {Nigeria} [bali1245][bcn]-l-':1,15219,safe
False,4,0,0,,10,10186,bcp,bali1274,{},1.1807,language,26.5941,,Bali (Democratic Republic of Congo),"('Bafwandaka [bafw1242]':1,'Bakundumu [baku1261]':1,'Bekeni [beke1238]':1,'Bemili [bemi1238]':1)'Bali {Democratic Republic of Congo} [bali1274][bcp]-l-':1",12897,safe
False,3,0,0,,21,7887,ban,bali1278,{},-8.35714,language,115.075,,Balinese,"('Highland Bali [high1274]':1,'Lowland Bali [lowl1258]':1,'Nusa Penida [nusa1244]':1)'Balinese [bali1278][ban]-l-':1",10624,safe
False,0,0,0,,21,13429,mhp,bali1279,{},-8.35714,language,115.075,,Balinese Malay,'Balinese Malay [bali1279][mhp]-l-':1,15979,safe
False,10,0,0,,89,6003,rmn,balk1252,{},42.67,language,21.17,,Balkan Romani,"('Arlija [arli1238]':1,'Dzambazi [dzam1241]':1,'East Bulgarian Romani [east2313]':1,'Greek Romani [gree1277]':1,'Ironworker Romani [iron1243]':1,'Paspatian [pasp1238]':1,'Tinners Romani [tinn1238]':1,'Tinsmiths [tins1238]':1,'Ursári [ursa1238]':1,'Zargari [zarg1238]':1)'Balkan Romani [balk1252][rmn]-l-':1",8463,definitely endangered
False,7,0,0,,118,8542,bgx,balk1254,{},41.170545,language,24.44567,,Balkan Gagauz Turkish,"('Gajol [gajo1239]':1,'Gerlovo Turks [gerl1239]':1,'Karamanli {Balkan Gagauz} [kara1468]':1,'Kyzylbash [kyzy1245]':1,'Surguch [surg1247]':1,'Tozluk Turks [tozl1239]':1,'Yuruk [yuru1261]':1)'Balkan Gagauz Turkish [balk1254][bgx]-l-':1",11316,definitely endangered
False,4,0,0,,10,22305,biz,balo1261,{},0.93777,language,18.1266,,Loi-Likila,"('Dzamba [dzam1242]':1,'Loi {Congo} [loii1242]':1,'Makutu [maku1274]':1,'Mampoko [mamp1245]':1)'Loi-Likila [balo1261][biz]-l-':1",22766,safe
False,0,0,0,,10,12932,bqo,balo1264,{},6.12552,language,9.69365,,Balo,'Balo [balo1264][bqo]-l-':1,15528,safe
False,7,0,0,,89,8461,rml,balt1257,{},60.0,language,38.0,,Baltic Romani,"('Estonian Romani [esto1257]':1,'Latvian Romani [latv1250]':1,'Lithuanian Romani [lith1252]':1,'North Russian Romani [nort2655]':1,'Polish Romani [poli1261]':1,'White Russia Romani [whit1260]':1,'White Russian Romani [whit1261]':1)'Baltic Romani [balt1257][rml]-l-':1",11188,definitely endangered
False,0,0,0,,151,11900,bft,balt1258,{},34.4491,language,77.2859,,Balti,'Balti [balt1258][bft]-l-':1,14617,vulnerable
False,2,0,0,,21,17656,blq,balu1257,{},-2.5604,language,147.282,,Paluai,"('Baluan [balu1258]':1,'Pam [pamm1243]':1)'Paluai [balu1257][blq]-l-':1",19315,safe
False,0,0,0,,193,1332,bog,bama1249,{},12.651,language,-8.00136,,Langue de Signes Malienne,'Langue de Signes Malienne [bama1249][bog]-l-':1,2610,safe
False,0,0,0,,10,19170,bbq,bama1251,{},5.91327,language,10.4567,,Bamali,'Bamali [bama1251][bbq]-l-':1,20510,safe
False,2,0,0,,198,198,myf,bamb1262,{},9.82554,language,34.6522,,Bambassi,"('Kere {Ethiopia} [kere1282]':1,'Nuclear Bambassi [nucl1341]':1)'Bambassi [bamb1262][myf]-l-':1",1337,definitely endangered
False,0,0,0,,10,19170,bmo,bamb1265,{},5.861,language,10.544,,Bambalang,'Bambalang [bamb1265][bmo]-l-':1,20507,safe
False,2,0,0,,10,17506,baw,bamb1266,{},6.10821,language,10.2233,,Bambili-Bambui,"('Bambili [bamb1267]':1,'Bambui [bamb1268]':1)'Bambili-Bambui [bamb1266][baw]-l-':1",19173,safe
False,7,0,0,,122,16410,bam,bamb1269,{},12.0401,language,-9.98949,,Bambara,"('Beledugu [bele1249]':1,'Ganadugu [gana1273]':1,'San [sann1238]':1,'Segou [sego1238]':1,'Sikasso [sika1260]':1,'Somono [somo1238]':1,'Standard Bambara [stan1305]':1)'Bambara [bamb1269][bam]-l-':1",18421,safe
False,7,0,0,,21,10626,ptu,bamb1270,{},-3.02759,language,119.201,,Bambam,"('Bambam Hulu [bamb1271]':1,'Bumal [buma1246]':1,'Issilita' [issi1237]':1,'Matangnga [mata1286]':1,'Mehalaan [meha1242]':1,'Pakkau [pakk1243]':1,'Salu Mokanam [salu1250]':1)'Bambam [bamb1270][ptu]-l-':1",13458,safe
False,0,0,0,,10,17505,bce,bame1260,{},5.77049,language,10.3302,,Bamenyam,'Bamenyam [bame1260][bce]-l-':1,19168,safe
False,0,0,0,,10,19170,bax,bamu1253,{},5.49017,language,10.8477,,Bamun,'Bamun [bamu1253][bax]-l-':1,20509,safe
False,0,0,0,,10,17506,bqt,bamu1254,{},5.87292,language,10.3537,,Bamukumbit,'Bamukumbit [bamu1254][bqt]-l-':1,19177,safe
False,0,0,0,,10,15533,bvm,bamu1256,{},6.00203,language,10.5127,,Bamunka,'Bamunka [bamu1256][bvm]-l-':1,17519,safe
False,5,0,0,,258,258,bcf,bamu1257,{},-7.93818,language,143.545,,Bamu,"('Gama [gama1254]':1,'Lower Bamu [lowe1421]':1,'Nuhiro [nuhi1238]':1,'Sisiame [sisi1249]':1,'Upper Bamu [uppe1434]':1)'Bamu [bamu1257][bcf]-l-':1",1452,safe
False,0,0,0,,10,19122,bmg,bamw1238,{},2.16773,language,19.1644,,Bamwe,'Bamwe [bamw1238][bmg]-l-':1,20445,safe
False,3,0,0,,21,20948,bjx,bana1288,{},17.5643,language,121.05,,Banao Itneg,"('Banao Pikekj [bana1289]':1,'Gubang Itneg [guba1246]':1,'Malibcong Banao [mali1281]':1)'Banao Itneg [bana1288][bjx]-l-':1",21872,safe
False,0,0,0,,,,byz,bana1292,{},-4.56615,language,144.329,,Banaro,'Banaro [bana1292][byz]-l-':1,266,safe
False,2,0,0,,376,9555,bcw,bana1305,{},10.3535,language,13.6131,,Bana,"('Gamboura [gamb1258]':1,'Gili [gili1246]':1)'Bana [bana1305][bcw]-l-':1",12290,safe
True,0,0,0,,120,120,,bana1306,{},,language,,,Banawá,'Banawá [bana1306][bnh]-l-':1,1094,safe
True,0,0,0,,120,120,bjd,band1337,{},-30.0771,language,143.282,,Bandjigali,'Bandjigali [band1337][bjd]-l-':1,944,safe
False,3,0,0,,66,3811,bdy,band1339,{},-28.3458,language,152.859,,Yugambeh-Bandjalang,"('Gidabal [gida1240][gih]':1,('Minjungbal [minj1242][xjb]':1)'Yugumbir [yugu1249]':1)'Yugambeh-Bandjalang [band1339][bdy]-l-':1",5756,severely endangered
False,3,0,0,,10,10352,bqj,band1340,{},12.5258,language,-16.4245,,Bandial,"('Affiniam [affi1239]':1,'Elun [elun1241]':1,'Nuclear Bandial [nucl1346]':1)'Bandial [band1340][bqj]-l-':1",13071,vulnerable
False,5,0,0,,10,12600,bqk,band1342,{},7.32924,language,23.0108,,Banda-Mbrès,"('Buka {Banda-Mbres} [buka1254]':1,'Mbre {Banda-Mbres} [mbre1245]':1,'Moruba [moru1251]':1,'Sabanga [saba1261]':1,'Wada [wada1260]':1)'Banda-Mbrès [band1342][bqk]-l-':1",15185,safe
